1	0	3	
2	4	2	
3	0	0	
4	2	1	
5	1	1	
6	3	2	
7	2	1	
8	0	0	
9	2	2	
10	2	3	
11	1	1	
12	3	0	
13	1	2	
14	3	0	
15	2	1	
16	5	0	
17	2	2	
18	2	1	
19	3	1	
20	4	1	
21	0	2	
22	1	2	
23	0	0	
24	0	0	
25	2	1	
26	2	0	
27	3		
28	1		
29	4		
30	4		
31	2		
32	5		
33	2		
34	1		
35	0		
36	1		
37	2		
38	2		
39	0		
40	4		
41	2		
42	3		
43	1		
44	2		
45	1		
46	3		
47	5		
48	2		
49	1		
50	2		
51	0		
52	2		
53	2		
54	2		
55	3		
56	4		
57	4		
58	1		
59	2		
60	1		
61	1		
62	4		
63	3		
64	3		
65	2		
66	2		
67	2		
68	4		
69	3	
